IFPID,Question,Description,Rolling Bins,# of Bins,Values Type,Range Low,Range High,Units,State,Start Date,Suspend Date,Closed As Of Date,Outcome
"1496","When will South Korean President Park Geun-hye or any South Korean *cabinet minister next meet with **official North Korean representatives?","South Korean Unification Minister Ryoo Kihl-jae has continued to push for high-level talks between the North and South; in Kim Jong-Un's New Years' address, he expressed an openness to a high-level dialogue (http://www.newsweek.com/are-north-and-south-korea-heading-talks-298897, http://www.bbc.com/news/world-asia-30621112). *South Korean cabinet ministers are listed here: http://www.korea.net/Government/Administration/Cabinet. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Neither President Park nor any South Korean *cabinet minister has met with **official North Korean representatives during the question's open period.","true",5,date,"2015-01-21","2015-12-31","",active,"2015-01-21 13:00:00","2015-06-15 06:00:00",,
"1497","When will Iran next experience an episode of **significant domestic political unrest?","This is a ""fuzzy set"" question. For more information on fuzzy set questions, see https://www.goodjudgmentproject.com/clarifications/fsq0.html. For specific information on what constitutes an episode of **significant domestic political unrest, please visit: https://www.goodjudgmentproject.com/clarifications/fsq1.html.","true",5,date,"2015-01-21","2015-12-31","",active,"2015-01-21 13:00:00","2015-06-15 06:00:00",,
"1498","How many seats will the Conservative party hold in the UK House of Commons after the 7 May 2015 **elections?","The British general elections are scheduled for 7 May 2015 (http://www.theguardian.com/politics/2014/dec/27/2015-general-election-unpredictable-green-party-ukip). The question will resolve when official election results are definitively reported in open source media (e.g., Reuters, BBC, AP). If the election is delayed indefinitely or cancelled, or in other cases of substantial controversy or uncertainty, Administrator reserves the right to consult outside experts about how to proceed and/or void the question.","false",5,number,"230","320","seats",closed,"2015-01-21 13:00:00","2015-06-15 06:00:00","2015-01-21 13:00:00","331.0"
"1499","When will a unity government be formed in Libya?","U.N.-sponsored talks between rival Libyan factions aim to form a unity government (http://www.nytimes.com/2015/01/19/world/middleeast/libya-militias-agree-to-halt-in-fighting-with-caveats.html). The specific composition of the unity government will not affect the outcome of this question. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements.","true",5,date,"2015-01-21","2015-12-31","",active,"2015-01-21 13:00:00","2015-06-15 06:00:00",,
"1500","When will **Standard and Poor's downgrade Greece's sovereign credit rating?","Standard and Poor's has threatened to downgrade Greece's credit rating, currently B, even before its next planned review in mid-March (http://www.reuters.com/article/2015/01/26/uk-greece-rating-s-p-idUKKBN0KZ1O120150126). Outcome will be determined by Standard and Poor's (e.g., http://www.standardandpoors.com/en_US/web/guest/ratings/press-releases) or credible open source media reporting of S&P data (e.g., Reuters, BBC, AP).","true",5,date,"2015-02-04","2015-06-11","",closed,"2015-02-04 13:00:00","2015-06-15 06:00:00","2015-02-04 13:00:00","2015-02-06 06:00:00"
"1502","When will there next be a **lethal confrontation between Saudi **national military forces and Yemen's Houthis?","The recent upheaval in Yemen has intensified Saudi Arabian concerns about its neighbor's destabilization (http://www.reuters.com/article/2015/01/26/us-saudi-succession-yemen-idUSKBN0KZ0TF20150126, http://www.defensenews.com/story/defense/policy-budget/leaders/2015/01/25/united-arab-emirates-yemen-defense/22215363/). Cross-border confrontations will count if the threshold for a **lethal confrontation is met, including those inadvertently involved (e.g., civilians). For the purposes of this question, **national military forces include law enforcement forces and/or border guards. A **lethal confrontation involving a multinational force that includes Saudi **national military forces will count. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",5,date,"2015-02-04","2015-12-31","",closed,"2015-03-04 13:00:00","2015-06-15 06:00:00","2015-03-04 13:00:00","2015-03-26 07:00:00"
"1503","**Between 4 February and 30 April 2015, what will be the lowest end-of-day spot price per dry metric ton of 62% Fe iron ore?","The spot price of iron ore continues to fall to historic lows (http://www.wsj.com/articles/iron-ore-copper-keep-heading-down-1422562214, http://www.reuters.com/article/2015/01/29/column-russell-ironore-asia-idUSL4N0V81RD20150129). Outcome will be determined by the Wall Street Journal's Market Data Center price for ""Iron Ore 62% Fe CFR China-S"" at http://online.wsj.com/mdc/public/page/2_3023-cashprices.html, which publishes prices from The Steel Index on a one-day delay. In case of further-delayed reporting or problems with the WSJ Market Data Center, credible open source coverage of The Steel Index data may be used.","false",5,number,"50","75","$/DMT",closed,"2015-02-04 13:00:00","2015-06-15 06:00:00","2015-02-04 13:00:00","46.7"
"1504","When will it be **officially announced that any country is exiting the eurozone or the European Union?","Contentious domestic politics and growing financial crises could lead to the exit of countries from the eurozone or the EU itself (http://www.bbc.com/news/business-30680415, http://www.wsj.com/articles/europe-file-eurozone-may-not-blink-first-in-confrontation-with-greece-1422488136). The exit does not need to take effect to resolve the question. **Official announcements from any EU member state or any EU governing body will suffice. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",5,date,"2015-02-04","2015-12-31","",active,"2015-02-04 13:00:00","2015-06-15 06:00:00",,
"1505","When will Ethiopia experience an episode of **sustained domestic armed conflict?","This is a ""fuzzy set"" question. For more information on fuzzy set questions see https://www.goodjudgmentproject.com/clarifications/fsq0.html. For specific information on what constitutes an episode of **sustained domestic armed conflict, please visit: https://www.goodjudgmentproject.com/clarifications/fsq2.html.","true",5,date,"2015-02-04","2015-12-31","",active,"2015-02-04 13:00:00","2015-06-15 06:00:00",,
"1501","When will Israeli Prime Minister Netanyahu next speak before the U.S. Congress?","There has been international and U.S. domestic scrutiny of Israeli Prime Minister Netanyahu's proposed address before the U.S. Congress weeks before an upcoming Israeli election (http://www.nytimes.com/2015/01/30/us/politics/benjamin-netanyahu-is-talking-to-harry-reid-and-leading-democrats-to-little-effect-so-far.html, http://www.reuters.com/article/2015/01/25/us-israel-usa-iran-idUSKBN0KY0GR20150125). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements. ","true",5,date,"2015-02-04","2015-12-31","",closed,"2015-02-04 13:00:00","2015-06-15 06:00:00","2015-02-04 13:00:00","2015-03-03 06:00:00"
"1506","Where will the HSBC China Services Purchasing Managers' Index stand on 1 June 2015?","China's service sector grew at its slowest pace in six months in January 2015, according to HSBC's Services Purchasing Managers' Index, but remained above the 50-point level that separates growth from contraction (http://www.reuters.com/article/2015/02/04/us-china-economy-pmi-services-idUSKBN0L804820150204). Outcome will be determined by data provided from HSBC in the monthly PMI Services report published at http://www.hsbc.com/news-and-insight/emerging-markets-pmi?c={7E2AC5F4-BDDE-41DF-8B66-7A860553FF5A}. The question will remain open until the press release with the May 2015 data is published, which should be the first few days in June. ","false",5,number,"45","65","",active,"2015-02-11 13:00:00","2015-06-15 06:00:00",,
"1507","Where will the euro-dollar exchange rate close on 1 May 2015?","The euro-dollar exchange rate has recently hit an eleven-year low of 1.11 euros to the dollar (http://www.bloomberg.com/news/2015-01-22/euro-falls-toward-11-year-low-as-ecb-expands-bond-buying-program.html). Outcome will be determined by the end-of-day closing value reported by Bloomberg, at http://www.bloomberg.com/quote/eurusd:cur. In case of delayed reporting or problems with the Bloomberg website, reporting by other credible open sources may be used.","false",5,number,"0.85","1.2","$/€",closed,"2015-02-11 13:00:00","2015-06-15 06:00:00","2015-02-11 13:00:00","1.12"
"1508","When will China next conduct naval exercises in the Pacific Ocean beyond the *first island chain?","China has been seeking to modernize its navy and develop its ability to project naval power into distant waters (http://www.ft.com/intl/cms/s/0/7848ddfc-9396-11e3-8ea7-00144feab7de.html). The *first island chain encloses the Yellow Sea, the East China Sea, and the South China Sea. A map can be found on page 40 of this document: http://www.defense.gov/pubs/pdfs/2012_CMPR_Final.pdf. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements.","true",5,date,"2015-02-11","2015-12-31","",closed,"2015-02-11 13:00:00","2015-06-15 06:00:00","2015-02-11 13:00:00","2015-03-02 06:00:00"
"1509","When will the state of emergency in the Sinai be lifted?","Egypt imposed a state of emergency in the Sinai in October 2014 as a response to militants targeting army and police personnel; in January 2015 it was extended for an additional three months (http://www.theguardian.com/world/2014/oct/25/egypt-declares-state-of-emergency-in-sinai-after-checkpoint-bombing, http://www.dailynewsegypt.com/2015/01/27/north-sinai-political-civil-groups-demand-lift-curfew-hours/, http://www.reuters.com/article/2015/01/30/us-egypt-violence-sinai-idUSKBN0L22J920150130). If the state of emergency is allowed to expire as scheduled on 25 April, it would count for a ""yes"" resolution. A partial lifting of the state of emergency would not suffice. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements.","true",5,date,"2015-02-11","2015-06-11","",active,"2015-02-11 13:00:00","2015-06-15 06:00:00",,
"1510","When will Russia next experience an episode of **significant domestic political unrest?","This is a ""fuzzy set"" question. For more information on fuzzy set questions, see https://www.goodjudgmentproject.com/clarifications/fsq0.html. For specific information on what constitutes an episode of **significant domestic political unrest, please visit: https://www.goodjudgmentproject.com/clarifications/fsq1.html.","true",5,date,"2015-02-11","2015-12-31","",voided,"2015-02-11 13:00:00","2015-06-15 06:00:00",,
"1511","When will any member of the P5+1 **officially announce the imposition of *further sanctions on Iran?","Negotiations over Iran's nuclear program continue; the parties set a March deadline for a political framework to be put in place and a late June deadline for a final agreement. However, some have argued for the imposition of further sanctions if an accord is not reached (http://www.nytimes.com/2015/02/09/world/middleeast/iran-wants-no-further-extension-of-nuclear-talks-foreign-minister-says.html, http://www.huffingtonpost.com/2015/02/08/john-kerry-iran_n_6639854.html). *Tightening of existing sanctions, imposition of new sanctions, and/or reimposition of old sanctions would count. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",5,date,"2015-02-18","2015-12-31","",active,"2015-02-18 13:00:00","2015-06-15 06:00:00",,
"1512","When will North Korea and Russia next conduct joint military exercises?","North Korea and Russia have announced a plan to conduct a series of joint army, navy and air force exercises as a sign of deepening ties between the two nations (http://www.dw.de/north-korea-builds-closer-ties-with-fellow-outcast-russia/a-18231690). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",5,date,"2015-02-18","2015-12-31","",active,"2015-02-18 13:00:00","2015-06-15 06:00:00",,
"1513","When will Cristina Fernandez de Kirchner **vacate the office of President of Argentina?","President Kirchner is at the center of a high-profile criminal case about the cover-up of responsibility for the 1994 bombing of a Jewish community center (http://www.nytimes.com/2015/02/14/world/americas/argentine-prosecutor-moves-to-charge-cristina-fernandez-de-kirchner.html, http://www.theglobeandmail.com/news/world/argentine-president-set-to-leave-office-and-a-divided-nation/article22886073/). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",5,date,"2015-02-18","2015-10-25","",active,"2015-02-18 13:00:00","2015-06-15 06:00:00",,
"1514","When will Iran's President Hassan Rouhani next meet Saudi Arabia's King Salman bin Abdulaziz Al Saud?","Iran and Saudi Arabia have had a fractious relationship; there is internal debate in both countries about whether or not to pursue a rapprochement (http://www.bloombergview.com/articles/2015-01-23/new-saudi-king-s-biggest-challenge-iran, http://www.presstv.ir/Detail/2015/01/25/394644/Iran-calls-for-expansion-of-Saudi-ties). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements.","true",5,date,"2015-02-18","2015-12-31","",active,"2015-02-18 13:00:00","2015-06-15 06:00:00",,
"1515","When will SWIFT next restrict any Russian banks from accessing its services? ","The Society for Worldwide Interbank Financial Telecommunication (SWIFT) is a system that plays a key role in international financial transactions; some policymakers are proposing that banning Russia from SWIFT should be one element of a new sanctions regime (http://www.washingtonpost.com/blogs/monkey-cage/wp/2015/01/28/russia-is-hinting-at-a-new-cold-war-over-swift-so-whats-swift/, http://www.reuters.com/article/2015/02/04/us-investment-russia-sanctions-analysis-idUSKBN0L80W720150204). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",5,date,"2015-02-18","2015-12-31","",active,"2015-02-18 13:00:00","2015-06-15 06:00:00",,
"1517","When will the end-of-day price for the Oil Volatility Index (OVX) fall to 40 or below?","Volatility in the oil market has surged in recent months (http://www.wsj.com/articles/oil-prices-are-still-far-from-stable-1424973592). A high value for the Oil Volatility Index (OVX) is representative of larger price deviations from the mean daily price of West Texas Intermediate (WTI) crude oil. Outcome will be determined by the closing price quote from the Chicago Board Options Exchange (CBOE) at http://www.cboe.com/micro/oilvix/introduction.aspx. In case of problems with the CBOE website, data reported by other credible open sources may be used.","true",5,date,"2015-03-04","2015-06-11","",closed,"2015-03-04 13:00:00","2015-06-15 06:00:00","2015-03-04 13:00:00","2015-04-22 06:00:00"
"1518","When will Nicolas Maduro **vacate the office of President of Venezuela?","Venezuela's economy remains in free-fall due to low oil prices (http://www.independent.co.uk/news/world/americas/dissent-in-venezuela-maduro-regime-looks-on-borrowed-time-as-rising-public-anger-meets-political-repression-10070607.html, http://foreignpolicy.com/2015/02/25/venezuela-maduro-chavez-oil/). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements.","true",5,date,"2015-03-04","2015-12-31","",active,"2015-03-04 13:00:00","2015-06-15 06:00:00",,
"1519","When will Iran purchase an Antey-2500 anti-ballistic missile system from Russia?","Russia has offered to sell Iran the powerful air defense system, a deal that could have an impact on the Iran nuclear negotiations (http://www.wsj.com/articles/russia-offers-to-sell-powerful-air-defense-system-to-iran-1424703191, http://www.theguardian.com/world/2015/feb/23/russia-offers-sell-anti-aircraft-missiles-iran-nuclear-talks). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",5,date,"2015-03-04","2015-12-31","",active,"2015-03-04 13:00:00","2015-06-15 06:00:00",,
"1520","When will there next be a **lethal confrontation between Chinese and Indian **national military forces?","For background on potential flashpoints between China and India, see http://www.nytimes.com/2015/02/23/world/asia/china-protests-india-leaders-visit-to-disputed-border-area.html, http://thediplomat.com/2015/02/china-boosts-submarine-fleets-for-indian-ocean-allies/, and http://www.cfr.org/global/global-conflict-tracker/p32137#!/?marker=27. For the purposes of this question, **national military forces include law enforcement forces and/or border guards. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",5,date,"2015-03-04","2015-12-31","",active,"2015-03-04 13:00:00","2015-06-15 06:00:00",,
"1521","When will *any agreement regarding Iran's nuclear program be **officially announced by Iran and the P5+1?","When Iran and the P5+1 extended talks on Iran's nuclear program in November 2014, they set a March 2015 deadline for reaching a high-level political framework for an agreement and a June 2015 deadline for reaching a comprehensive agreement (http://www.bbc.com/news/world-middle-east-30184019; http://www.nytimes.com/2015/02/09/world/middleeast/iran-wants-no-further-extension-of-nuclear-talks-foreign-minister-says.html). *An agreement dealing solely with the logistics of the negotiations themselves (e.g., an agreement to continue talks, to extend the deadline for an agreement to be reached, to change the venue of the talks, or to end the talks) would not count for a ""yes"" resolution. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",4,date,"2015-03-11","2015-06-09","",closed,"2015-03-11 13:00:00","2015-06-15 06:00:00","2015-03-11 13:00:00","2015-04-02 06:00:00"
"1522","**Between 11 March and 1 June 2015, by how much will the People's Bank of China **officially announce that the yuan's trading band against the dollar has been widened?","The People's Bank of China sets a daily rate for the yuan against the U.S. dollar; in March 2014 the PBOC began allowing the yuan's value to rise or fall 2% from that daily rate. As deflationary pressures build in China, the yuan's trading band could be widened again (http://www.bloomberg.com/news/articles/2015-03-02/banks-flag-risk-of-wider-yuan-trading-band-as-pboc-eases-policy, http://www.reuters.com/article/2014/03/15/us-china-yuanband-idUSBREA2E07V20140315). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","false",4,number,"0","3","%",active,"2015-03-11 13:00:00","2015-06-15 06:00:00",,
"1523","What will be the lowest public approval rating for Russian President Vladimir Putin, according to the Levada Center, **between 11 March and 1 June 2015?","Vladimir Putin's approval rating has recently risen to 86%, despite Russia's faltering economy (http://time.com/3724564/putin-approval-rating/). Outcome will be determined by polling from the independent Levada Center at http://www.levada.ru/eng/indexes-0. The question will remain open until Putin's popularity falls below 75% or the Levada Center's May 2015 data is published during the first few days in June.","false",5,number,"65","90","%",active,"2015-03-11 13:00:00","2015-06-15 06:00:00",,
"1524","When will Tony Abbott **vacate the office of Prime Minister of Australia?","Australian Prime Minister Tony Abbott narrowly survived a confidence vote after Liberal members of parliament challenged his role as head of the party (http://www.theaustralian.com.au/national-affairs/abbott-leadership-crisis-pm-under-pressure-as-39-vote-for-spill/story-fn59niix-1227212754035, http://www.smh.com.au/federal-politics/political-opinion/tony-abbotts-postspill-prime-ministership-can-go-only-one-way-20150209-13a422.html). In the event of an election, Abbott will be considered to have **vacated office only when he has been replaced as Prime Minister. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","true",4,date,"2015-03-11","2015-12-31","",active,"2015-03-11 13:00:00","2015-06-15 06:00:00",,
"1527","When will the European Commission, the European Central Bank, or the IMF next agree to release any bailout funds to Greece?","Officials from the so-called ""troika"" of the EC, the ECB, and the IMF indicated that no additional money will be released from Greece's bailout fund before a full assessment of the Greek economy is complete and reforms are in place (http://www.nytimes.com/2015/03/10/business/greece-eurozone-finance-ministers.html, http://www.reuters.com/article/2015/03/11/us-eurozone-greece-idUSKBN0M71JG20150311). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements.","false",5,date,"2015-03-18","2015-06-11","",active,"2015-03-18 13:00:00","2015-06-15 06:00:00",,
"1528","What will be the lowest end-of-day close for the euro-dollar exchange rate **between 18 March and 9 June 2015?","The euro/dollar exchange rate, which specifies how many dollars one can purchase for a Euro, channels almost a quarter of the $5 trillion that flows daily through world currency markets, has been falling steadily for months, as the Euro weakens relative to the dollar (http://www.reuters.com/article/2015/03/13/us-markets-forex-idUSKBN0M82U520150313, http://blogs.wsj.com/moneybeat/2015/03/11/whats-ahead-for-the-euro/). Outcome will be determined by the end-of-day closing value reported by Bloomberg, at http://www.bloomberg.com/quote/eurusd:CUR. In case of delayed reporting or problems with the Bloomberg website, reporting by other credible open sources may be used.","false",5,number,"0.85","1.1","€/$",active,"2015-03-18 13:00:00","2015-06-15 06:00:00",,
"1529","When will the government of Afghanistan and any faction of Afghanistan's Taliban next participate in **official talks?","In February 2015, Afghan government officials said they had expected to meet representatives of the Taliban for an initial round of peace talks as early as the first week of March (http://www.wsj.com/articles/afghan-peace-efforts-suffer-setback-officials-say-1426514481). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements.","false",4,date,"2015-03-18","2015-12-31","",active,"2015-03-18 13:00:00","2015-06-15 06:00:00",,
"1530","What percentage of the popular vote will the United Kingdom Independence Party (UKIP) earn in the 7 May 2015 **elections?","UKIP is a populist movement and right-wing political party whose chief policy platform is promoting UK withdrawal from the EU (http://www.wsj.com/articles/nigel-farage-on-european-disunion-1423256778). The question will resolve when official election results are definitively reported in open source media (e.g., Reuters, BBC, AP). If the election is delayed indefinitely or cancelled, or in other cases of substantial controversy or uncertainty, Administrator reserves the right to consult outside experts about how to proceed and/or void the question.","false",4,number,"5","20","%",closed,"2015-03-18 13:00:00","2015-06-15 06:00:00","2015-03-18 13:00:00","12.6"
"1531","When will foreign **national military forces launch a ground offensive against Houthi rebels in Yemen?","The Saudi-led operation against Houthi rebels in Yemen has so far consisted only of an aerial campaign; multiple regional allies have pledged ground troops as well (http://reuters.com/article/2015/03/26/yemen-security-coalition-idINL6N0WS34I20150326, http://www.wsj.com/articles/houthi-offensive-continues-in-yemen-1427635677). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). ","false",4,date,"2015-03-31","2015-06-11","",active,"2015-04-01 13:00:00","2015-07-15 06:00:00",,
"1532","When will South Korean President Park Geun-hye or any South Korean *cabinet minister next meet with **official North Korean representatives?","South Korea's new Unification Minister has said he will push for ""substantive dialogue"" with North Korea (http://www.koreaherald.com/view.php?ud=20150311001004, http://www.newsweek.com/are-north-and-south-korea-heading-talks-298897, http://www.bbc.com/news/world-asia-30621112). *South Korean cabinet ministers are listed here: http://www.korea.net/Government/Administration/Cabinet. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). ","false",4,date,"2015-03-31","2015-12-31","",active,"2015-04-01 13:00:00","2015-07-15 06:00:00",,
"1533","When will Brazil's President Dilma Rousseff **vacate office or *be impeached?","Polling shows that a majority of Brazilians favor President Dilma Rousseff's ouster because of an economic slump and a snowballing corruption scandal (http://www.reuters.com/article/2015/03/23/us-brazil-rousseff-poll-idUSKBN0MJ25L20150323, http://www.foreignaffairs.com/articles/143278/kathryn-hochstetler/democracy-brazil-style). According to the constitution of Brazil, President Rousseff would *be impeached if the Chamber of Deputies authorizes, by a two-thirds vote, legal proceedings to be initiated against her (http://web.mit.edu/12.000/www/m2006/teams/willr3/const.htm). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","false",4,date,"2015-03-31","2015-12-31","",active,"2015-04-01 13:00:00","2015-07-15 06:00:00",,
"1534","What will be the lowest closing spot price for West Texas Intermediate (WTI) crude oil, according to the U.S. Energy Information Agency, **between 1 April and 9 June 2015?","Outcome will be determined by the daily closing spot price for wholesale West Texas Intermediate crude oil at http://www.eia.gov/todayinenergy/prices.cfm. For historical data, see http://www.eia.gov/dnav/pet/pet_pri_spt_s1_d.htm.","false",5,number,"25","65","$/barrel",active,"2015-04-01 13:00:00","2015-07-15 06:00:00",,
"1535","When will Islamic State leader Abu Bakr al-Baghdadi be *incapacitated?","A coalition of countries have joined together to fight Abu Bakr al-Baghdadi and his organization (http://www.foreignpolicy.com/articles/2014/11/05/why_can_t_the_pentagon_kill_the_islamic_state_s_top_commanders, http://www.al-monitor.com/pulse/originals/2015/03/isis-baghdadi-islamic-state-caliph-many-names-al-qaeda.html). al-Baghdadi will be considered *incapacitated if he dies or is captured. News of al-Baghdadi's surrender would count for a ""yes"" resolution. Whom al-Baghdadi is *incapacitated by (e.g., US forces, the Syrian government, Iraq, al-Nusra) is irrelevant. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","false",4,date,"2015-03-31","2015-06-11","",active,"2015-04-01 13:00:00","2015-07-15 06:00:00",,
"1536","What will be the highest end-of-day close for the U.S. dollar-Chinese renminbi exchange rate **between 8 April and 1 June 2015?","A higher exchange rate is a reflection of a lower valuation of the renminbi against the dollar; China's renminbi hit a 28-month low against the dollar in late February 2015 (http://www.ft.com/intl/cms/s/0/cde43d36-c79f-11e4-9e34-00144feab7de.html, http://www.eastasiaforum.org/2015/03/29/time-to-unpeg-the-renminbi/). Outcome will be determined by the highest end-of-day closing value reported by Bloomberg, at http://www.bloomberg.com/quote/usdcny:cur. For historical trends, see http://www.bloomberg.com/quote/usdcny:cur/chart. In case of delayed reporting or problems with the Bloomberg website, reporting by other credible open sources may be used.","false",5,number,"5.8","6.5","CNY/$",active,"2015-04-08 13:00:00","2015-06-15 06:00:00",,
"1537","When will Russia release Eston Kohver?","Estonian intelligence agent Eston Kohver was captured just days after President Obama, in Tallinn, promised NATO support for Estonia against foreign aggression (http://rapsinews.com/judicial_news/20150402/273472989.html, http://www.aljazeera.com/indepth/opinion/2015/03/forget-eston-kohver-150315112432470.html). For a ""yes"" resolution, Eston Kohver must be alive, released from custody, and have the ability to leave Russia. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). ","false",4,date,"2015-04-08","2015-12-31","",active,"2015-04-08 13:00:00","2015-06-15 06:00:00",,
"1538","When will North Korea release either of the South Korean citizens identified as Kim Guk-gi and Choi Chun-gil?","North Korea has detained the two South Korean citizens on charges of spying near the North Korean border with China (http://eng.unikorea.go.kr/content.do?cmsid=1834&cid=42575&mode=view, http://www.reuters.com/article/2015/03/27/us-northkorea-southkorea-spies-idUSKBN0MM25720150327, http://www.nytimes.com/2015/03/27/world/asia/north-korea-claims-to-have-arrested-two-spies-from-south.html). For a ""yes"" resolution, Kim and/or Choi must be alive, released from custody, and have the ability to leave North Korea. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","false",4,date,"2015-04-08","2015-12-31","",active,"2015-04-08 13:00:00","2015-06-15 06:00:00",,
"1539","When will the UN Security Council adopt a resolution imposing an arms embargo on South Sudan?","The United Nations Security Council is considering imposing an arms embargo on South Sudan as fighting in the country continues (http://www.reuters.com/article/2015/03/18/us-southsudan-war-idUSKBN0ME1OR20150318, http://www.bloomberg.com/news/articles/2015-03-25/un-security-council-condemns-south-sudanese-leaders-war-tactics, http://www.theguardian.com/global-development/2015/jan/09/obama-urged-un-resolution-ban-arms-sales-south-sudan).Either a mandatory or a non-mandatory arms embargo would count. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP), **official announcements, or the UN website (http://www.un.org/en/sc/documents/resolutions/). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: The UN Security Council has not adopted a resolution imposing an arms embargo on South Sudan.","false",4,date,"2015-04-15","2015-12-31","",active,"2015-04-15 13:00:00","2015-06-15 06:00:00",,
"1540","When will Ukraine **officially announce that it will hold a referendum on the structure of its government?","The Minsk ceasefire accord reached in February 2015 called for the adoption of a new Ukrainian constitution by the end of 2015, including the decentralization of power; President Poroshenko raised the issue of a referendum on federalization at his first meeting with a new constitutional reform committee (http://www.theguardian.com/world/2015/apr/06/poroshenko-endorses-referendum-on-federalisation-of-ukraine, http://www.bbc.com/news/world-europe-32194096). The referendum does not need to be held before 10 June 2015 for a ""yes"" resolution. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","false",4,date,"2015-04-15","2015-12-31","",active,"2015-04-15 13:00:00","2015-06-15 06:00:00",,
"1541","When will there be a **lethal confrontation involving the **national military forces of one or more countries in the Gulf of Aden?","Convoys of ships have been sent to the Gulf of Aden in response to the deteriorating security situation in Yemen (http://www.voanews.com/content/iran-calls-for-yemen-cease-fire/2728383.html, http://www.nytimes.com/2015/04/25/world/middleeast/american-naval-force-off-yemen-gets-credit-after-iranian-convoy-turns-away.html). **Any three fatalities resulting from the confrontation would count, including **national military forces or non-state actors directly involved, as well as others indirectly involved (e.g., civilians). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: there has not been a **lethal confrontation involving the **national military forces of one or more countries in the Gulf of Aden.","false",4,date,"2015-04-29","2015-12-31","",active,"2015-04-29 13:00:00","2015-06-15 06:00:00",,
"1543","When will Syria's President Bashar al-Assad *vacate office?","Some experts indicate that President Assad's regime may be weakening under the strain of Syria's four-year old civil war (http://www.washingtonpost.com/world/middle_east/assads-regime-at-increasing-risk-amid-a-surge-of-rebel-advances/2015/04/26/c2742e22-ec32-11e4-8050-839e9234b303_story.html). al-Assad will be deemed to have *vacated his office if he has 1) died; 2) resigned his office; 3) been stripped of his office and/or replaced by formal government, judicial, or electorate action; 4) fled the country, gone into exile, or disappeared entirely from public view such that it is unclear whether he is alive or residing within the nation he governs; or 5) been deemed in a prolonged state of mental incapacitation. In the first three situations, the question will close immediately; for options 4 and 5, Administrator will observe a three-week waiting period beginning when the circumstance is first reported in the media. If 10 June 2015 falls within the 3-week waiting period for options 4 or 5, the question will close as ""yes"" due to the tournament's end. *This procedure is unique to this question and supersedes that outlined on the GJP Standard Definitions page. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP).","false",4,date,"2015-04-29","2015-12-31","",active,"2015-04-29 13:00:00","2015-06-15 06:00:00",,
